T,E,C,target
37,0.3781,0.625772976,0.273295689
25,0.3786,0.6887073,0.266279455
25,0.3794,0.563557541,0.268732276
13,0.3812,0.542914484,0.263382754
25,0.3824,0.653125841,0.267110581
36,0.3838,0.432733726,0.276761584
25,0.3899,0.552714211,0.269335336
37,0.3906,0.414030039,0.277862998
31,0.3906,0.532649646,0.272658271
37,0.3948,0.556685676,0.275258475
18,0.3951,0.563352293,0.265931087
37,0.3979,0.616332959,0.274219787
37,0.3984,0.434098617,0.277766519
25,0.3992,0.583571641,0.26908615
36,0.3996,0.583720381,0.274430095
25,0.4001,0.631851811,0.268185155
25,0.4041,0.616799577,0.268626328
49,0.4079,0.500806393,0.282647329
37,0.4087,0.588138952,0.275169984
37,0.4098,0.417713273,0.278510568
37,0.4119,0.471078645,0.277556055
31,0.4129,0.507687364,0.27397648
25,0.413,0.535775414,0.270528165
61,0.4137,0.486085743,0.28896604
25,0.4145,0.525091928,0.270791157
37,0.4146,0.565486215,0.27582944
37,0.4154,0.652056633,0.274183411
49,0.4159,0.526410467,0.282451172
49,0.4163,0.574628996,0.28153265
49,0.4211,0.482416438,0.283497581
25,0.4222,0.615294936,0.269333149
37,0.4267,0.566625389,0.276260428
25,0.4267,0.609906081,0.269605962
25,0.4267,0.582839934,0.270129956
37,0.4267,0.545567488,0.276668103
61,0.4281,0.561682886,0.288041655
61,0.4281,0.47303253,0.289757904
25,0.4281,0.583967668,0.270160541
37,0.4303,0.598692029,0.275774415
19,0.4314,0.692060346,0.26528317
37,0.4329,0.502904683,0.277726182
25,0.4331,0.611374765,0.269817154
13,0.4334,0.595904878,0.264311318
31,0.4342,0.537009158,0.274206321
30,0.4348,0.543772945,0.273613127
37,0.4348,0.514965331,0.277563829
37,0.4384,0.645441243,0.275172638
25,0.4387,0.62439283,0.2697748
37,0.4404,0.577679582,0.276559369
30,0.4409,0.518105717,0.274338431
37,0.442,0.562757685,0.27690816
19,0.4439,0.599976983,0.2675339
37,0.4444,0.552616649,0.277194347
37,0.4473,0.6265338,0.27587191
37,0.4483,0.521440385,0.277943934
37,0.4483,0.558215823,0.277231971
30,0.4484,0.581003455,0.273401557
19,0.449,0.600297865,0.267718639
31,0.4492,0.646841582,0.272641614
37,0.4495,0.589441952,0.27667237
24,0.4496,0.599723409,0.270175793
48,0.4496,0.425295612,0.285185795
19,0.4507,0.630098874,0.267205349
49,0.4523,0.530738863,0.283730245
25,0.4525,0.560663786,0.271525271
25,0.4534,0.571479202,0.271349585
37,0.4541,0.552383322,0.277562047
31,0.4541,0.567037076,0.274370073
37,0.4547,0.643704036,0.275816566
12,0.4555,0.599010805,0.264593931
37,0.456,0.569809272,0.277295824
31,0.4567,0.651214092,0.272837775
25,0.457,0.595822519,0.271013093
25,0.4583,0.581190824,0.271345033
37,0.4584,0.5677683,0.277425196
30,0.4598,0.598453895,0.273490554
25,0.4605,0.590770001,0.271241954
25,0.4617,0.546973788,0.272134768
25,0.4621,0.602345252,0.271077766
37,0.4633,0.645441243,0.27610493
36,0.4645,0.573192806,0.277063858
19,0.4657,0.68193046,0.266763525
25,0.4661,0.568963593,0.271873793
36,0.4661,0.56783679,0.277227456
61,0.4671,0.435908806,0.291936828
19,0.4675,0.701341689,0.266455123
37,0.4684,0.534129949,0.278450841
25,0.4685,0.626271377,0.270854188
31,0.4694,0.574311195,0.274802102
36,0.4725,0.506736182,0.278649974
37,0.4726,0.569973818,0.277914167
25,0.4757,0.602924644,0.271575754
25,0.4758,0.573110693,0.272156688
25,0.4771,0.480189038,0.274004302
49,0.4775,0.521574163,0.284851197
37,0.4776,0.551401791,0.278460924
37,0.4785,0.473272903,0.280007177
37,0.4801,0.518899237,0.279183769
25,0.4816,0.598361669,0.271884996
25,0.4827,0.598070715,0.271931815
37,0.4831,0.527666448,0.279126362
37,0.4863,0.549193204,0.278829422
49,0.489,0.565932961,0.284422999
31,0.4916,0.633448109,0.274488427
19,0.4922,0.535562646,0.270589369
24,0.4932,0.565965572,0.272461784
37,0.4954,0.499607025,0.280130116
25,0.4975,0.546613133,0.273482155
31,0.4984,0.562396284,0.276118575
37,0.4997,0.514649719,0.279999892
19,0.5002,0.585610664,0.269919983
37,0.5007,0.520052036,0.279932746
25,0.5031,0.671108893,0.27128162
37,0.5035,0.578048542,0.278914784
37,0.5041,0.562077666,0.279246441
25,0.5052,0.591926001,0.272893208
13,0.5061,0.691792838,0.265176947
61,0.5061,0.439002017,0.293337161
37,0.5068,0.592969267,0.278749479
37,0.5072,0.511166074,0.280348145
31,0.5094,0.57547094,0.276277309
61,0.5095,0.552064291,0.291275605
61,0.5105,0.404940195,0.294161332
49,0.5105,0.564470587,0.285256302
60,0.5113,0.510107079,0.291670567
24,0.5137,0.54489405,0.273637274
48,0.5142,0.516937814,0.285830344
36,0.5161,0.549652713,0.279451569
36,0.5162,0.570227724,0.279056986
37,0.5182,0.650732527,0.27805803
37,0.5197,0.513020596,0.280780261
37,0.5203,0.633354763,0.278473086
49,0.5205,0.526326216,0.286369182
48,0.5215,0.455981916,0.287283758
36,0.5223,0.444378859,0.281721782
49,0.5231,0.551979331,0.285969892
31,0.5234,0.607641184,0.276178682
37,0.5246,0.513966238,0.280945416
37,0.5249,0.538403969,0.280483541
49,0.5252,0.550125993,0.286084399
25,0.5255,0.598776461,0.273520647
37,0.5255,0.653984278,0.278268399
24,0.5263,0.599206264,0.273057566
37,0.5263,0.615528747,0.279042842
37,0.5263,0.48174334,0.281632894
37,0.5266,0.574539944,0.279847608
61,0.5271,0.574954695,0.291491423
37,0.5277,0.578795048,0.279806415
37,0.5293,0.535202734,0.280710258
49,0.5304,0.518142672,0.286898284
36,0.5305,0.506081346,0.280834257
49,0.5313,0.501524009,0.287253715
49,0.5334,0.486070042,0.287631527
37,0.537,0.569108207,0.280342156
42,0.5389,0.599680211,0.282244996
48,0.5397,0.561636532,0.285919746
25,0.5402,0.63203135,0.27342723
37,0.541,0.588716021,0.28011232
31,0.5472,0.60643325,0.277093175
48,0.5483,0.508479491,0.28727085
48,0.55,0.444858628,0.288566185
37,0.5507,0.57587618,0.280724078
49,0.5525,0.497257014,0.288130082
49,0.5531,0.53116904,0.287496019
37,0.5539,0.616326742,0.280060778
49,0.5555,0.547304617,0.287273497
37,0.5558,0.523342492,0.281932069
61,0.5565,0.434817272,0.295305228
61,0.5591,0.488702681,0.294359367
38,0.5593,0.580425708,0.281442711
37,0.5612,0.546108079,0.281693517
37,0.5619,0.656314199,0.279586163
37,0.5619,0.49426771,0.282723342
19,0.5623,0.607514715,0.271821042
48,0.5629,0.545009841,0.287110277
25,0.5666,0.663227504,0.273811736
54,0.5671,0.424009668,0.292518345
24,0.569,0.51358334,0.276313956
49,0.5692,0.485248245,0.288987842
49,0.5696,0.617242476,0.286447443
49,0.572,0.479793946,0.289198272
49,0.5732,0.622698089,0.286476613
37,0.5733,0.593157041,0.281235702
37,0.5733,0.517989153,0.282690934
49,0.5739,0.54267211,0.288052105
37,0.574,0.528339717,0.282516759
61,0.5744,0.448726379,0.295706153
37,0.5767,0.551629627,0.282166964
49,0.5781,0.507615098,0.288888054
43,0.5782,0.546634582,0.28522811
27,0.58,0.538405415,0.277699403
37,0.5812,0.624359764,0.280927413
37,0.5814,0.639292396,0.280645809
49,0.5826,0.569782724,0.287852991
49,0.583,0.540674165,0.288431502
37,0.5839,0.644989279,0.280629123
37,0.5875,0.547926873,0.282643016
36,0.5881,0.501445375,0.283080638
60,0.5893,0.464637439,0.295471284
37,0.5907,0.59892066,0.281775602
48,0.5928,0.489819971,0.28929824
61,0.5941,0.461411392,0.296198172
37,0.5948,0.596284674,0.281980144
49,0.5955,0.547318589,0.288770886
49,0.5959,0.488465392,0.289925246
37,0.596,0.528339717,0.283340471
55,0.5965,0.47861016,0.293046787
25,0.5968,0.582017098,0.276514682
60,0.5983,0.438356895,0.296317042
37,0.5984,0.521976494,0.283553521
37,0.5988,0.520960652,0.283588164
49,0.5993,0.567216713,0.288527941
26,0.6,0.502417202,0.278660242
48,0.601,0.491990341,0.289563242
37,0.6023,0.470127118,0.284703334
37,0.6024,0.53525159,0.283446284
53,0.6036,0.48394901,0.292239835
49,0.6036,0.487802705,0.290226375
48,0.606,0.496631312,0.289660601
43,0.6065,0.524957376,0.286707369
49,0.6073,0.484217773,0.290434312
61,0.6096,0.419176714,0.297596168
42,0.6104,0.615674816,0.28461241
43,0.6133,0.546094106,0.286552769
37,0.6135,0.637782332,0.281876915
37,0.614,0.52916837,0.283998375
36,0.6144,0.495025879,0.284189629
49,0.6161,0.437097766,0.291676028
49,0.6163,0.504885671,0.29037116
25,0.6175,0.546337776,0.277980463
54,0.619,0.496185955,0.293064243
49,0.6201,0.4733832,0.291123317
24,0.621,0.554595586,0.277466926
61,0.6214,0.430435566,0.297820008
25,0.6223,0.663391832,0.275894045
37,0.6225,0.656314199,0.281855116
49,0.623,0.47146632,0.291269008
31,0.623,0.656819253,0.278955778
31,0.6231,0.581702414,0.280413766
49,0.6239,0.448153232,0.291754041
60,0.6244,0.49016797,0.296291215
49,0.6246,0.449856361,0.291747278
49,0.625,0.496350284,0.290862143
37,0.625,0.535426308,0.284289079
13,0.6256,0.595890906,0.271507841
49,0.6256,0.524282156,0.290343854
48,0.6258,0.489198962,0.290545831
61,0.6267,0.513085515,0.296418366
49,0.627,0.430946641,0.292203225
42,0.6272,0.538256521,0.286740226
19,0.6281,0.720162634,0.272103856
61,0.6288,0.515670458,0.296446949
61,0.629,0.563199493,0.295534287
61,0.6307,0.548681224,0.295879008
43,0.631,0.565043309,0.286848631
37,0.6313,0.566250439,0.283928213
25,0.6314,0.584414923,0.277763736
37,0.6322,0.608952844,0.283135203
37,0.6327,0.594318647,0.283437238
31,0.6331,0.543954496,0.281518971
25,0.6352,0.678358026,0.276087298
25,0.636,0.53297682,0.278931795
36,0.6365,0.484814319,0.285214778
48,0.6368,0.440867139,0.291893379
31,0.6373,0.529857671,0.281949136
49,0.6374,0.522347245,0.290823123
42,0.638,0.508024217,0.287729884
37,0.6388,0.541507626,0.284688039
37,0.6402,0.56022383,0.284378116
61,0.6409,0.47382007,0.297710204
31,0.6425,0.59724464,0.280839237
37,0.6425,0.586142801,0.283962447
25,0.6427,0.579393643,0.278284035
37,0.6429,0.597326844,0.283760903
31,0.6444,0.566278692,0.281509869
61,0.6452,0.583015101,0.295757214
31,0.6455,0.584714221,0.281194147
61,0.646,0.535453525,0.296707947
37,0.6469,0.477758645,0.286225479
49,0.6473,0.554041745,0.290580196
60,0.6473,0.42303056,0.298448388
49,0.6477,0.536500153,0.290934774
49,0.6484,0.496364256,0.291738004
25,0.6488,0.578871802,0.278522531
49,0.6493,0.590025294,0.289958447
25,0.6498,0.550441193,0.279110382
37,0.6511,0.482210346,0.28629655
25,0.6518,0.532389954,0.279534732
31,0.6528,0.617532276,0.280832121
61,0.6529,0.484243447,0.297957708
37,0.6531,0.611599854,0.283866484
37,0.6547,0.605793314,0.284038804
49,0.6549,0.530010028,0.291329999
25,0.6552,0.663984547,0.277114395
31,0.656,0.546125978,0.282334341
37,0.6561,0.622660386,0.283764679
25,0.6563,0.631608813,0.277782367
61,0.6569,0.509617916,0.29761623
37,0.6569,0.53646245,0.285463403
49,0.6579,0.588117189,0.290317384
31,0.6579,0.58233798,0.281704425
61,0.6579,0.541848119,0.297029703
61,0.6584,0.515386414,0.297560716
37,0.6586,0.596739586,0.284360103
48,0.6588,0.432293925,0.292883067
49,0.6597,0.506843041,0.291958226
61,0.6599,0.572346838,0.296514139
48,0.6602,0.50068692,0.291611414
25,0.6604,0.555089198,0.279417277
49,0.6605,0.456956832,0.292953963
31,0.6607,0.589812127,0.281664563
61,0.6616,0.482591638,0.298315427
49,0.6619,0.451124829,0.293119288
48,0.662,0.469486288,0.292282845
37,0.662,0.555901166,0.285278026
37,0.6622,0.629596331,0.283858794
49,0.6624,0.564241377,0.2909481
49,0.6625,0.552324147,0.291182559
49,0.663,0.47507246,0.292696853
48,0.663,0.497092685,0.291785833
37,0.6641,0.675901355,0.283033479
49,0.6643,0.525327124,0.291772609
37,0.6648,0.672686148,0.283121934
49,0.6652,0.600208781,0.290356616
37,0.666,0.618876051,0.284208614
37,0.6663,0.545531832,0.285639772
31,0.6665,0.646403591,0.280786127
37,0.6669,0.557709478,0.285426481
61,0.667,0.552064291,0.297172638
25,0.6672,0.615526076,0.278501836
25,0.6675,0.677386528,0.277315466
36,0.6676,0.610290094,0.283950029
31,0.6678,0.634300337,0.281069117
49,0.668,0.551634885,0.291401831
37,0.6683,0.570088222,0.28523925
25,0.6683,0.691329792,0.277075481
19,0.6684,0.613926205,0.275669458
31,0.6688,0.645551906,0.280888731
37,0.6696,0.556200915,0.285556778
31,0.6703,0.693998584,0.280006978
37,0.6704,0.442277824,0.287792254
37,0.6712,0.593126825,0.284901808
49,0.6721,0.491038823,0.292728466
25,0.6723,0.597619913,0.279039447
49,0.6724,0.473889026,0.293071714
49,0.6727,0.510111903,0.29238168
25,0.6729,0.604409933,0.278930459
49,0.6731,0.565054183,0.291332988
37,0.6731,0.622127706,0.284411497
37,0.6733,0.482112668,0.287129642
49,0.6733,0.592721308,0.290804848
37,0.6736,0.532966136,0.286156364
13,0.6741,0.632544462,0.272614149
49,0.6743,0.537509257,0.291911181
37,0.6747,0.43819935,0.288032211
25,0.6749,0.641742849,0.278282586
49,0.6755,0.572784413,0.291273192
37,0.676,0.659261899,0.283801169
33,0.6762,0.537567135,0.284225783
40,0.6766,0.587855601,0.286660182
12,0.6774,0.578965169,0.273290274
48,0.6777,0.434347838,0.293550948
49,0.6778,0.483825377,0.293081533
61,0.678,0.566626897,0.297302566
49,0.6784,0.501957427,0.292752966
37,0.6789,0.514381968,0.286714588
37,0.6791,0.492940637,0.287137176
25,0.6791,0.677765312,0.277742454
61,0.6795,0.597296733,0.296764968
49,0.6795,0.470833725,0.293396698
37,0.6799,0.45710907,0.287860819
37,0.6799,0.574038308,0.285597098
37,0.6799,0.584138875,0.285401554
61,0.68,0.514237513,0.298391694
25,0.6802,0.623691765,0.27883049
61,0.6803,0.541300997,0.297878985
43,0.6804,0.605827897,0.287908661
37,0.6808,0.554490936,0.286009228
61,0.681,0.497892942,0.298745563
48,0.6812,0.437090962,0.293628887
37,0.6813,0.652289993,0.284134583
37,0.6813,0.520131433,0.28669314
37,0.6813,0.56756018,0.285774931
49,0.6814,0.54785853,0.291976656
37,0.6818,0.49634633,0.287172334
37,0.6822,0.587026542,0.285431764
49,0.6832,0.548948206,0.292022955
25,0.6833,0.610954788,0.279193143
31,0.6835,0.663806246,0.281085721
61,0.6835,0.477961226,0.299225039
37,0.6837,0.456356989,0.288017657
25,0.6837,0.505962264,0.281240749
61,0.6837,0.516422555,0.298487926
49,0.6838,0.54955815,0.292033611
37,0.684,0.588044285,0.285479456
25,0.684,0.599463425,0.279441822
25,0.6841,0.589374136,0.279640893
37,0.6842,0.514289064,0.286914827
37,0.6845,0.464209541,0.287895586
60,0.6846,0.46168094,0.299096694
37,0.6847,0.537222803,0.286489556
49,0.6849,0.521087008,0.292625991
31,0.685,0.631677844,0.281763882
19,0.685,0.606254152,0.276439516
37,0.6852,0.613359803,0.285034283
37,0.6852,0.584820186,0.285586803
25,0.6852,0.634879079,0.278801114
49,0.6855,0.468274029,0.293670902
37,0.6859,0.58600738,0.285590029
37,0.6859,0.554102135,0.286207706
37,0.686,0.568033953,0.285941734
61,0.686,0.546882668,0.297984341
49,0.686,0.585452369,0.29142108
43,0.6861,0.567316336,0.288867652
25,0.6861,0.553106268,0.280417912
37,0.6862,0.605563206,0.285222665
49,0.6864,0.557487694,0.291977445
61,0.6865,0.501725364,0.298877296
31,0.6866,0.592953983,0.282573472
37,0.6867,0.51854663,0.286926005
37,0.6867,0.50789858,0.287132149
43,0.6868,0.509771794,0.290007909
37,0.687,0.571723295,0.285907751
37,0.687,0.608485116,0.285196051
31,0.6871,0.589673885,0.282655695
37,0.6871,0.617547795,0.285024344
49,0.6872,0.568526847,0.291793683
49,0.6872,0.4011137,0.29503476
49,0.6873,0.51062674,0.292918359
37,0.6875,0.534872174,0.2866399
37,0.6875,0.575901293,0.285845586
49,0.6877,0.541106374,0.292343257
37,0.6877,0.536166472,0.286622331
49,0.6878,0.472806953,0.293669261
49,0.6881,0.477438884,0.293590821
25,0.6882,0.646841582,0.278681847
49,0.6883,0.570260272,0.29180131
25,0.6883,0.557857692,0.280408297
25,0.6883,0.585792836,0.27986748
37,0.6884,0.594415036,0.285520862
61,0.6884,0.529918005,0.298402632
37,0.6886,0.516368802,0.287039306
24,0.6889,0.600249929,0.279125345
49,0.6889,0.564808882,0.291929313
37,0.6891,0.531971452,0.286755963
49,0.6894,0.545887318,0.29231435
31,0.6894,0.651640159,0.281542159
19,0.6895,0.61958366,0.276349947
37,0.6895,0.563484478,0.286160856
37,0.6896,0.557036094,0.286289439
49,0.6898,0.447327157,0.294237427
37,0.6898,0.595031328,0.285561349
49,0.6901,0.456956832,0.294062231
37,0.6902,0.578766158,0.285891215
37,0.6902,0.590289745,0.285668121
49,0.6903,0.47891872,0.293644543
61,0.6904,0.479294364,0.299457576
49,0.6905,0.558285339,0.292115513
38,0.6906,0.509442419,0.287732996
37,0.6911,0.584138875,0.285820898
37,0.6913,0.636663685,0.284811519
37,0.6915,0.546094106,0.286572412
37,0.6916,0.514015388,0.287197192
37,0.6917,0.494794811,0.287573042
37,0.6921,0.524082151,0.287021023
37,0.6923,0.474376304,0.287990804
49,0.6923,0.566536893,0.29202316
25,0.6928,0.507687364,0.281548069
37,0.6931,0.59284332,0.285727265
49,0.6932,0.476276955,0.293804267
37,0.6935,0.577450372,0.286040245
49,0.6937,0.444198236,0.294444024
49,0.6937,0.490650434,0.293544721
25,0.6938,0.575686749,0.280269059
37,0.694,0.460476231,0.288323556
61,0.6941,0.473994564,0.299698713
37,0.6944,0.581983174,0.285986189
61,0.6945,0.553801497,0.298168647
37,0.6945,0.578033088,0.286066406
37,0.6948,0.511446159,0.287366744
37,0.6949,0.482261196,0.287935502
49,0.6951,0.599825848,0.29148353
37,0.6953,0.513712817,0.287341583
61,0.6954,0.485046863,0.299533417
49,0.6955,0.54348408,0.292589269
31,0.6955,0.576534763,0.283224573
61,0.6956,0.50388824,0.299176141
25,0.6956,0.550383544,0.280826318
37,0.6956,0.520864139,0.287214368
37,0.6957,0.652597473,0.284667788
25,0.6957,0.591495501,0.280034145
37,0.6958,0.465585265,0.288292041
49,0.6958,0.483470347,0.293762353
37,0.6958,0.550397699,0.286650094
61,0.6959,0.516596522,0.298941344
37,0.696,0.503735146,0.287560958
37,0.6961,0.525395381,0.287145365
49,0.6961,0.517771057,0.293109532
49,0.6963,0.496110835,0.293536357
49,0.6965,0.439775171,0.294634489
49,0.6967,0.515904994,0.293168123
37,0.6967,0.592099087,0.285876463
37,0.6967,0.568033953,0.286342358
37,0.6968,0.489532503,0.28786587
37,0.6968,0.452737158,0.288578219
37,0.6969,0.559715617,0.286510887
49,0.6971,0.467857166,0.294113294
49,0.6971,0.471198157,0.294048613
49,0.6972,0.450548582,0.294452128
61,0.6972,0.462140717,0.300044269
49,0.6972,0.454148651,0.294382431
49,0.6972,0.454148651,0.294382431
49,0.6973,0.451124829,0.294444716
49,0.6974,0.487802705,0.293738386
37,0.6974,0.49575945,0.287767783
49,0.6975,0.508291364,0.293345474
61,0.6976,0.477475692,0.299762364
37,0.6976,0.482784678,0.28802646
49,0.6979,0.49008816,0.29371286
49,0.698,0.508017157,0.293369504
49,0.6981,0.530633349,0.292935404
49,0.6983,0.509675316,0.293348635
49,0.6983,0.515903446,0.29322806
49,0.6984,0.518142672,0.293188453
49,0.6984,0.46115849,0.294291652
61,0.6984,0.433345525,0.300646666
49,0.6986,0.483825377,0.293860315
37,0.6988,0.444974991,0.288803376
49,0.6988,0.405542529,0.29538334
61,0.6988,0.470094641,0.299950189
37,0.6988,0.58878241,0.2860193
49,0.6991,0.500558062,0.293555096
49,0.6991,0.517913463,0.293219099
49,0.6991,0.408436284,0.29533855
49,0.6993,0.4067569,0.295378551
36,0.6994,0.525395381,0.286784208
24,0.6995,0.51376596,0.281196533
49,0.6997,0.464608364,0.294273538
61,0.6999,0.500283883,0.299406919
49,0.704,0.465420466,0.294418814
52,0.7056,0.530881078,0.29466556
48,0.7085,0.456053746,0.294283924
60,0.7109,0.449786391,0.30031168
36,0.7117,0.484612236,0.28803429
48,0.7136,0.574924795,0.292173562
49,0.7246,0.42987021,0.295878353
37,0.7266,0.473192519,0.289297964
49,0.7266,0.486868313,0.294849766
48,0.7291,0.494954026,0.294302119
48,0.7303,0.522120727,0.293821108
48,0.7355,0.46973197,0.295030037
37,0.7375,0.542434416,0.288365571
61,0.7459,0.462788491,0.301855128
37,0.7459,0.544669588,0.288636807
60,0.7465,0.486054471,0.300942456
49,0.7487,0.441386837,0.296557733
60,0.7507,0.529360527,0.300261316
30,0.7514,0.5256595,0.285817771
49,0.7514,0.418803939,0.297096024
37,0.7552,0.433249319,0.291142081
49,0.7561,0.502812949,0.295645606
54,0.7561,0.507733396,0.297973915
48,0.7587,0.475719477,0.295782763
60,0.7648,0.412353238,0.303054473
55,0.7661,0.500790939,0.298967447
61,0.7705,0.444849488,0.303123483
61,0.772,0.447691121,0.303124632
72,0.7727,0.420729661,0.309004657
61,0.7735,0.462157171,0.302900735
25,0.7768,0.441227045,0.285979809
60,0.777,0.421982608,0.303324836
61,0.7811,0.440337679,0.30360771
61,0.7844,0.438490749,0.303767023
60,0.7872,0.445521257,0.303251037
61,0.7881,0.464306035,0.303405779
60,0.7895,0.460015134,0.303056555
60,0.7918,0.405064478,0.304206501
48,0.7952,0.486976772,0.296931439
36,0.7974,0.553946194,0.289900737
25,0.8,0.60734007,0.283632544
37,0.8,0.555077853,0.290460889
31,0.2827,0.639437726,0.266550945
73,0.6787,0.54293607,0.303603985
37,0.667,0.58785431,0.284846629
43,0.7316,0.561093223,0.290691717
49,0.597,0.511051751,0.289529165
55,0.7372,0.472368512,0.29843564
48,0.4182,0.522608677,0.282126176
49,0.5643,0.517316597,0.288183543
49,0.7977,0.575784547,0.295790459
61,0.7968,0.503210682,0.302978336
37,0.628,0.686250629,0.281481483
36,0.7455,0.545285108,0.2881252
37,0.6089,0.599725748,0.28244145
61,0.7524,0.491192588,0.301548602
31,0.5896,0.659592799,0.277651538
25,0.4139,0.663806246,0.268083217
61,0.5918,0.519623791,0.294985079
49,0.7138,0.40864798,0.295884842
43,0.7283,0.526974227,0.291228695
37,0.5395,0.603385145,0.279772167
73,0.6307,0.477656992,0.303070581
61,0.7149,0.499455469,0.299984579
25,0.7645,0.597673273,0.282490518
49,0.6528,0.568774179,0.290500908
13,0.1699,0.629092975,0.253802975
37,0.4113,0.666663472,0.273747116
37,0.5683,0.58899053,0.281129158
37,0.6555,0.571904596,0.284724834
49,0.662,0.507793399,0.292025942
37,0.6756,0.567630058,0.285560162
25,0.6776,0.627006801,0.278668964
49,0.6832,0.513925944,0.292700977
61,0.6955,0.497456354,0.299296916
37,0.5641,0.634333764,0.28009407
61,0.7118,0.450666777,0.300813047
49,0.7175,0.523605614,0.293797824
49,0.7331,0.504193451,0.294757726
49,0.751,0.432350174,0.296818796
37,0.5897,0.600402014,0.281709482
37,0.7487,0.582187805,0.2880153
37,0.5954,0.513613052,0.283603111
37,0.6141,0.568117566,0.283248073
43,0.6496,0.481194488,0.289168335
73,0.7801,0.470431212,0.308804228
61,0.3651,0.472970791,0.287400286
49,0.7279,0.44037009,0.295798634
37,0.487,0.615651901,0.277569008
49,0.6159,0.530714041,0.289856152
22,0.5245,0.614620763,0.271722323
49,0.6237,0.483172167,0.291068595
26,0.7013,0.618563548,0.2802045
49,0.564,0.498666851,0.288533365
49,0.679,0.453837312,0.293707024
49,0.7546,0.447829971,0.2966539
49,0.7449,0.501448983,0.295252667
49,0.517,0.509108879,0.28657146
49,0.6892,0.514899105,0.292906786
37,0.7787,0.594434463,0.288901452
37,0.7813,0.524210356,0.290358321
37,0.4424,0.571041186,0.27676277
37,0.565,0.491165946,0.28289946
31,0.7888,0.621601716,0.285845379
49,0.7219,0.531862942,0.293802707
19,0.7055,0.623940782,0.276864658
43,0.7654,0.574038308,0.291706625
25,0.4925,0.678358026,0.270744399
43,0.7509,0.522373792,0.292163936
61,0.7508,0.483861838,0.301630617
61,0.7535,0.415589198,0.30305345
49,0.7121,0.457945884,0.294866796
37,0.6879,0.637782332,0.284662561
61,0.7997,0.491521502,0.303313216
49,0.6721,0.510640712,0.292348978
25,0.1402,0.63606428,0.258372562
25,0.1475,0.510614561,0.26107456
13,0.1507,0.601996585,0.253608678
19,0.1647,0.670838116,0.255708384
19,0.176,0.67508171,0.256049318
28,0.1947,0.561947443,0.263302147
13,0.1953,0.58507565,0.255606153
49,0.1988,0.547154396,0.27392103
25,0.2024,0.461692339,0.264077219
25,0.2024,0.487963415,0.263568618
19,0.2041,0.627016589,0.258031953
19,0.2053,0.542914484,0.259705078
19,0.2177,0.569613115,0.259652474
25,0.2203,0.564478244,0.262757512
13,0.2314,0.637152256,0.2559496
25,0.2322,0.514312666,0.264174259
25,0.2333,0.534445711,0.263825674
25,0.2363,0.661336223,0.26148143
37,0.2458,0.521212187,0.270366452
13,0.2498,0.638388379,0.256614592
37,0.2568,0.585545344,0.269532834
25,0.2581,0.717843307,0.261203691
13,0.2646,0.546085059,0.258955696
37,0.2673,0.596798315,0.269708115
25,0.2725,0.542918355,0.265129352
37,0.2725,0.573936042,0.270345419
37,0.2725,0.6302093,0.269255983
19,0.274,0.610494267,0.26096898
25,0.2762,0.420610935,0.267635726
61,0.286,0.427047634,0.285327726
31,0.2917,0.645157667,0.266777181
30,0.3017,0.589730894,0.267739931
37,0.303,0.411122866,0.274639407
25,0.303,0.603328593,0.26510179
49,0.3102,0.475957678,0.279470361
25,0.3113,0.597532149,0.265524772
37,0.3116,0.538035781,0.272504401
25,0.3152,0.576316137,0.26608153
25,0.3178,0.651640159,0.264720624
37,0.3179,0.557452054,0.272364388
49,0.3179,0.459546936,0.280076369
37,0.3179,0.587420592,0.271784205
25,0.3259,0.61734415,0.265687862
25,0.3282,0.582064196,0.266456988
25,0.3306,0.585280898,0.266484573
37,0.3309,0.556043116,0.272878404
25,0.3312,0.575000656,0.266706061
37,0.3315,0.499013661,0.274004945
25,0.3411,0.630330733,0.266005555
43,0.3415,0.511875846,0.277038632
49,0.3425,0.572336349,0.278813854
37,0.3432,0.599285571,0.272501771
25,0.3461,0.691908535,0.265000632
37,0.3465,0.547136952,0.273634912
31,0.3496,0.667810277,0.268506494
37,0.3507,0.624779944,0.272289017
30,0.3523,0.611374765,0.26921545
31,0.3549,0.480384466,0.272333451
25,0.3586,0.601843704,0.267212283
19,0.3626,0.601072137,0.264468705
25,0.3633,0.599902537,0.267425838
49,0.3633,0.50941744,0.280810731
25,0.3636,0.53133773,0.268764469
48,0.3652,0.542143184,0.279763594
37,0.3711,0.506568501,0.275341368
37,0.3714,0.599238593,0.27355853
25,0.3729,0.679944378,0.266235687
37,0.3781,0.590986265,0.273969151
37,0.3797,0.575128318,0.274336063
37,0.3802,0.546850304,0.274902239
25,0.3805,0.659954099,0.266907249
37,0.3845,0.595110729,0.274128928
49,0.3867,0.481111949,0.282234849
37,0.3867,0.540198205,0.275274392
49,0.3879,0.546539526,0.281013117
37,0.3887,0.540525041,0.275342947
25,0.3909,0.636423098,0.267752194
25,0.3916,0.587620996,0.2687232
25,0.3934,0.614525847,0.268269723
61,0.4049,0.472840534,0.288892978
49,0.4049,0.486388972,0.282814122
37,0.409,0.580302075,0.275332936
37,0.4098,0.449791991,0.277889532
37,0.4098,0.586275902,0.275247237
61,0.4103,0.508219104,0.288410242
61,0.4103,0.531994082,0.287949964
